,id,region,price,year,manufacturer,model,fuel,odometer,transmission,size,type,state
1304,7306854119,birmingham,34800,2019,ford,transit,gas,31020,automatic,full-size,van,al
1305,7306854125,birmingham,9500,2014,ford,transit connect,gas,219581,automatic,full-size,van,al
1322,7306668118,birmingham,29950,2014,gmc,sierra 1500,gas,139029,automatic,full-size,truck,al
1332,7306588508,birmingham,2700,2004,nissan,maxima,gas,200000,automatic,full-size,sedan,al
1335,7306472445,birmingham,9800,2012,kia,soul,gas,76117,automatic,mid-size,wagon,al
1336,7306469701,birmingham,19900,2004,chevrolet,ssr,gas,72333,automatic,full-size,pickup,al
1340,7306353067,birmingham,35500,2019,chevrolet,silverado 4x4,gas,7189,automatic,full-size,truck,al
1346,7306251509,birmingham,2350,2001,gmc,safari slt,gas,250000,automatic,mid-size,van,al
1363,7306103912,birmingham,39500,2008,ford,f-650,diesel,13158,manual,full-size,truck,al
1369,7305965793,birmingham,12900,2013,nissan,frontier s king cab,gas,47751,manual,full-size,pickup,al
1371,7305938792,birmingham,4795,2001,chevrolet,silverado,gas,141005,automatic,full-size,pickup,al
1376,7305848451,birmingham,6950,2008,honda,civic exl,gas,135000,automatic,mid-size,sedan,al
1377,7305847041,birmingham,5950,2008,honda,accord,gas,190000,automatic,mid-size,sedan,al
1378,7305846211,birmingham,6350,2013,toyota,corolla le,gas,184000,automatic,mid-size,sedan,al
1380,7305830482,birmingham,18900,2015,ford,f-150 supercab xlt,gas,112165,automatic,full-size,truck,al
1381,7305829824,birmingham,4900,2007,volkswagen,jetta gli fahrenheit,gas,243730,manual,mid-size,sedan,al
1382,7305829015,birmingham,16900,2017,chrysler,pacifica l,gas,88987,automatic,full-size,mini-van,al
1386,7305748708,birmingham,5500,1988,mercedes-benz,560,diesel,177607,manual,mid-size,convertible,al
1387,7305726265,birmingham,4800,2010,chevrolet,malibu ls,gas,155071,automatic,full-size,sedan,al
1391,7305668545,birmingham,2950,1963,chevrolet,corvair convertible,gas,1164,manual,compact,convertible,al
1397,7305621413,birmingham,0,2012,ram,3500 laramie 4x4,diesel,9999999,automatic,full-size,truck,al
1398,7305617025,birmingham,0,2013,gmc,sierra 2500 hd denali 4x4,diesel,9999999,automatic,full-size,truck,al
1399,7305615816,birmingham,0,2014,chevrolet,silverado z71 4x4,gas,9999999,automatic,full-size,truck,al
1400,7305614933,birmingham,17990,2018,ford,edge sel,gas,101000,automatic,mid-size,SUV,al
1401,7305614401,birmingham,11990,2011,audi,a3 tdi premium plus,diesel,70000,automatic,mid-size,sedan,al
1402,7305613532,birmingham,0,2014,ram,2500 slt 4x4,diesel,1111111,automatic,full-size,truck,al
1403,7305612757,birmingham,25990,2008,ram,2500 mega cab 4x4,diesel,172000,automatic,full-size,truck,al
1404,7305612073,birmingham,0,2018,chevrolet,silverado 3500 ltz 4x4,diesel,9999999,automatic,full-size,truck,al
1405,7305607276,birmingham,0,2015,gmc,yukon denali xl,gas,1111111,automatic,full-size,SUV,al
1407,7305601435,birmingham,0,2014,toyota,highlander limited awd,gas,88000,automatic,mid-size,SUV,al
1408,7305596098,birmingham,0,2015,ford,f150 platinum 4x4,gas,1111111,automatic,full-size,truck,al
1409,7305589846,birmingham,0,2014,ford,f150 xlt 4x4,gas,8888888,automatic,full-size,truck,al
1413,7305579239,birmingham,40888,2020,jeep,gladiator,gas,27955,automatic,mid-size,SUV,al
1419,7305531803,birmingham,3500,2001,buick,park avenue,gas,1000,automatic,full-size,sedan,al
1425,7305377226,birmingham,38000,2020,chevrolet,colorado crew cab lt,diesel,8932,automatic,mid-size,pickup,al
1433,7305238032,birmingham,3800,2003,chrysler,pt cruiser gt,gas,150000,automatic,mid-size,sedan,al
1436,7305229359,birmingham,5800,2012,ford,escape,gas,160000,automatic,mid-size,SUV,al
1437,7305221733,birmingham,4500,2006,honda,civic,gas,170000,automatic,mid-size,sedan,al
1438,7305221156,birmingham,4200,2007,honda,odyssey,gas,195000,automatic,mid-size,mini-van,al
1440,7305220570,birmingham,15000,2003,volvo,vnl 780,diesel,1000000,manual,full-size,truck,al
1442,7305218100,birmingham,5500,2008,ford,focus,gas,115000,automatic,mid-size,sedan,al
1443,7305217525,birmingham,5500,2009,jeep,patriot,gas,158000,automatic,mid-size,SUV,al
1444,7305217058,birmingham,4500,2008,dodge,durango,gas,190000,automatic,full-size,SUV,al
1447,7305144996,birmingham,8500,1968,ford,fairlane ranchero,gas,100000,automatic,compact,other,al
1450,7305114567,birmingham,3000,2002,buick,lesabre,gas,101000,automatic,mid-size,sedan,al
1467,7304923833,birmingham,10950,2009,lexus,rx350,gas,191955,automatic,full-size,SUV,al
1469,7304921716,birmingham,13950,2006,lexus,gx470,gas,178790,automatic,full-size,SUV,al
1474,7304888907,birmingham,19900,2018,kia,sportage,gas,35823,automatic,full-size,SUV,al
1475,7304888869,birmingham,17900,2013,ram,1500,gas,153943,automatic,full-size,truck,al
1476,7304888853,birmingham,14900,2015,subaru,xv crosstrek,gas,97061,automatic,full-size,SUV,al
1477,7304888822,birmingham,20900,2013,ford,f-150,gas,152233,automatic,full-size,truck,al
1479,7304884810,birmingham,7400,2007,lexus,rx350,gas,181000,automatic,mid-size,SUV,al
1480,7304879531,birmingham,12900,2015,volkswagen,passat,diesel,74400,automatic,mid-size,sedan,al
1481,7304871964,birmingham,3900,2001,honda,civic,gas,144000,automatic,compact,sedan,al
1482,7304871378,birmingham,7500,2011,kia,soul,gas,51000,automatic,compact,SUV,al
1483,7304863686,birmingham,5500,2007,toyota,yaris,gas,51000,manual,compact,hatchback,al
1486,7304860086,birmingham,6500,2013,volkswagen,jetta,gas,135000,automatic,compact,sedan,al
1516,7304529114,birmingham,5400,2001,ram,1500,gas,198000,automatic,full-size,truck,al
1519,7304456148,birmingham,35900,2020,ram,1500 big horn,gas,21028,automatic,full-size,pickup,al
1549,7304109313,birmingham,40988,2020,jeep,gladiator,gas,27955,automatic,mid-size,SUV,al
1561,7303844694,birmingham,0,2013,gmc,sierra 2500 hd denali 4x4,diesel,9999999,automatic,full-size,truck,al
1562,7303843536,birmingham,0,2014,chevrolet,silverado z71 4x4,gas,9999999,automatic,full-size,truck,al
1565,7303842921,birmingham,0,2014,toyota,highlander limited awd,gas,80000,automatic,mid-size,SUV,al
1588,7303707131,birmingham,0,2015,ford,f250 lariat 4x4,diesel,1111111,automatic,full-size,truck,al
1590,7303684319,birmingham,0,2016,ram,3500 laramie 4x4,diesel,127000,automatic,full-size,truck,al
1592,7303674058,birmingham,0,2015,gmc,sierra 1500 slt 4x4,gas,1111111,automatic,full-size,truck,al
1593,7303668833,birmingham,0,2014,ford,f150 xlt 4x4,gas,1111111,automatic,full-size,truck,al
1595,7303640391,birmingham,20300,2017,ford,transit 150,gas,141625,automatic,full-size,van,al
1596,7303640392,birmingham,29600,2019,gmc,savana,gas,30052,automatic,full-size,van,al
1597,7303640395,birmingham,9500,2014,ford,transit connect,gas,219581,automatic,full-size,van,al
1598,7303640373,birmingham,36700,2019,ford,transit 250,gas,14985,automatic,full-size,van,al
1599,7303640381,birmingham,37900,2020,chevrolet,silverado 1500,gas,5622,automatic,full-size,truck,al
1600,7303640383,birmingham,32800,2018,ford,transit,gas,43479,automatic,full-size,van,al
1601,7303640386,birmingham,31900,2019,ford,transit 250,gas,29497,automatic,full-size,van,al
1602,7303640387,birmingham,38300,2020,ford,transit,gas,7540,automatic,full-size,van,al
1603,7303640365,birmingham,34800,2019,ford,transit,gas,31020,automatic,full-size,van,al
1604,7303640367,birmingham,24900,2016,ford,econoline,gas,122238,automatic,full-size,truck,al
1613,7303575265,birmingham,3200,1997,honda,crv ex awd,gas,155000,automatic,mid-size,SUV,al
1616,7303522197,birmingham,11999,2013,audi,a4 2.0t premium plus,gas,96000,automatic,mid-size,sedan,al
1619,7303447527,birmingham,17900,2011,chevrolet,camaro ss,gas,133847,manual,full-size,coupe,al
1625,7303339460,birmingham,7450,2004,toyota,4runner sr5,gas,218000,automatic,mid-size,SUV,al
1637,7303187070,birmingham,9950,2010,ford,e250,gas,177000,automatic,full-size,van,al
1638,7303178934,birmingham,12900,2011,lincoln,mkx,gas,77101,automatic,full-size,SUV,al
1639,7303174541,birmingham,16900,2015,nissan,pathfinder sv,gas,78808,automatic,full-size,SUV,al
1640,7303172572,birmingham,24500,2006,ford,f550,diesel,147000,automatic,full-size,truck,al
1643,7303159806,birmingham,0,2016,chevrolet,silverado z71 4x4,gas,9999999,automatic,full-size,truck,al
1646,7303155901,birmingham,0,2017,ford,f150 fx4 4x4,gas,9999999,automatic,full-size,truck,al
1647,7303142822,birmingham,0,2014,chevrolet,silverado z71 4x4,gas,9999999,automatic,full-size,truck,al
1648,7303137611,birmingham,0,2014,gmc,sierra 1500 slt z60,gas,9999999,automatic,full-size,truck,al
1649,7303128305,birmingham,0,2015,buick,enclave premium,gas,9999999,automatic,mid-size,SUV,al
1651,7303120264,birmingham,0,2014,jeep,grand cherokee summit,gas,9999999,automatic,mid-size,SUV,al
1653,7303099554,birmingham,0,2016,chevrolet,silverado 2500 z71 4x4,diesel,9999999,automatic,full-size,truck,al
1654,7303096052,birmingham,0,2018,chevrolet,silverado 3500 ltz 4x4,diesel,9999999,automatic,full-size,truck,al
1660,7303086521,birmingham,0,2018,ford,edge sel,gas,101000,automatic,mid-size,SUV,al
1661,7303085844,birmingham,0,2018,chevrolet,silverado 3500 hd 4x4,diesel,85000,automatic,full-size,truck,al
1662,7303085116,birmingham,0,2012,ram,3500 laramie 4x4,diesel,9999999,automatic,full-size,truck,al
1663,7303084483,birmingham,0,2014,ram,2500 slt 4x4,diesel,1111111,automatic,full-size,truck,al
1664,7303083962,birmingham,25990,2008,ram,2500 mega cab 4x4,diesel,172000,automatic,full-size,truck,al
1667,7303078753,birmingham,0,2014,ford,f150 fx4 4x4,gas,8888888,automatic,full-size,truck,al
1668,7303078071,birmingham,39990,2018,toyota,4runner trd pro 4x4,gas,44000,automatic,mid-size,SUV,al
1669,7303077574,birmingham,0,2013,gmc,sierra 2500 hd denali 4x4,diesel,9999999,automatic,full-size,truck,al
1670,7303076973,birmingham,0,2014,chevrolet,silverado z71 4x4,gas,9999999,automatic,full-size,truck,al
1680,7302988012,birmingham,40900,2021,toyota,tacoma 4wd,gas,1582,automatic,full-size,truck,al
1682,7302971649,birmingham,10500,2010,acura,mdx,gas,173000,automatic,full-size,SUV,al
1691,7302766210,birmingham,4000,2002,toyota,corolla le,gas,125000,automatic,full-size,sedan,al
1711,7302587320,birmingham,11987,2012,lexus,ct 200h f-sport,gas,117000,automatic,mid-size,hatchback,al
1725,7302444227,birmingham,55000,2001,ford,excursion,gas,88000,automatic,full-size,SUV,al
1728,7302443619,birmingham,5500,2009,jeep,patriot,gas,158000,automatic,mid-size,SUV,al
1729,7302443351,birmingham,15000,2003,volvo,vnl 780,diesel,1000000,manual,full-size,truck,al
1730,7302443171,birmingham,4200,2007,honda,odyssey,gas,195000,automatic,mid-size,mini-van,al
1732,7302442089,birmingham,4500,2008,dodge,durango,gas,190000,automatic,full-size,SUV,al
1733,7302442003,birmingham,6000,2010,chevrolet,cobalt,gas,80000,automatic,compact,coupe,al
1734,7302441839,birmingham,5500,2008,ford,focus,gas,115000,automatic,mid-size,sedan,al
1735,7302433496,birmingham,9000,2011,audi,a5,gas,102380,automatic,compact,coupe,al
1739,7302320525,birmingham,3300,1994,bmw,318ic cabrio,gas,304000,manual,mid-size,convertible,al
1741,7302262459,birmingham,3650,2009,saturn,aura,gas,127658,automatic,full-size,sedan,al
1744,7302200204,birmingham,21250,2002,ford,thunderbird,gas,15996,automatic,compact,convertible,al
1745,7302195889,birmingham,21250,2002,ford,thunderbird,gas,15996,automatic,compact,convertible,al
1753,7302136125,birmingham,9000,2015,volkswagen,passat wolfsburg,gas,99000,automatic,mid-size,sedan,al
1754,7302105553,birmingham,1,2005,gmc,envoy,gas,181000,automatic,full-size,SUV,al
1771,7302009728,birmingham,40988,2020,jeep,gladiator,gas,27955,automatic,mid-size,SUV,al
1779,7301843551,birmingham,40000,2017,ford,f-150,gas,44000,automatic,full-size,truck,al
1789,7301756162,birmingham,2950,2004,ford,taurus,gas,193049,automatic,mid-size,sedan,al
1799,7301707242,birmingham,7500,2004,gmc,sierra,gas,187265,automatic,full-size,pickup,al
1801,7301684448,birmingham,21500,1990,toyota,hilux,diesel,72000,manual,full-size,truck,al
1824,7316512282,dothan,49900,2019,lexus,rx 450h,hybrid,1900,automatic,full-size,SUV,al
1868,7314793227,dothan,16900,2015,chevrolet,traverse l t,gas,71363,automatic,full-size,SUV,al
1870,7314677292,dothan,4200,2009,hyundai,sonata,gas,93000,automatic,compact,sedan,al
1879,7314519808,dothan,9900,2012,mini,cooper countryman s,gas,108301,automatic,mid-size,hatchback,al
1880,7314514243,dothan,10900,2012,mini,cooper hardtop s,gas,92000,automatic,mid-size,hatchback,al
1911,7313246699,dothan,32500,2018,ford,f-150,gas,47000,automatic,full-size,truck,al
1938,7311622363,dothan,5700,2007,jeep,grand cherokee,gas,164000,automatic,full-size,SUV,al
1943,7311420271,dothan,28750,2003,chevrolet,silverado 2500,diesel,20000,automatic,full-size,truck,al
1945,7311395274,dothan,24500,2010,toyota,tundra crewmax,gas,81100,automatic,full-size,pickup,al
1954,7310893125,dothan,15900,2011,mercedes-benz,benz glk 350,gas,63000,automatic,mid-size,SUV,al
1984,7309387408,dothan,18053,2016,bmw,x3,gas,110000,automatic,mid-size,SUV,al
1994,7309039556,dothan,4000,2007,cadillac,dts,gas,141000,automatic,full-size,sedan,al
1995,7309035025,dothan,2000,2005,ford,five hundred,gas,165000,automatic,full-size,sedan,al
2015,7308213603,dothan,1800,2002,ford,sport trac,gas,280000,automatic,mid-size,pickup,al
2026,7307408798,dothan,4000,2001,jeep,grand cherokee,gas,117000,automatic,mid-size,SUV,al
2062,7305672261,dothan,0,2018,chevrolet,express cargo van,gas,68472,automatic,full-size,van,al
2063,7305672264,dothan,0,2019,chevrolet,express cargo van,gas,69125,automatic,full-size,van,al
2064,7305672248,dothan,0,2018,chevrolet,express cargo van,gas,66555,automatic,full-size,van,al
2069,7305551849,dothan,55000,2019,chevrolet,silverado,gas,58000,automatic,mid-size,truck,al
2070,7305505150,dothan,4500,1994,honda,accord,gas,184000,manual,full-size,sedan,al
2081,7304735334,dothan,3000,1982,ford,f100,gas,42000,automatic,full-size,pickup,al
2089,7304540349,dothan,3000,2005,ford,f-150 lariat,gas,150000,automatic,full-size,truck,al
2090,7304361572,dothan,7000,2013,ford,fusion se,gas,150000,automatic,full-size,sedan,al
2102,7303658149,dothan,18000,1948,chevrolet,aero 2 door sedan,gas,21000,automatic,full-size,coupe,al
2108,7303262763,dothan,8000,2013,kia,soul,gas,89800,automatic,compact,hatchback,al
2141,7316853861,florence / muscle shoals,21250,2002,ford,thunderbird,gas,15962,automatic,compact,convertible,al
2144,7316755519,florence / muscle shoals,16350,2013,ford,econoline cargo,gas,83000,automatic,full-size,van,al
2145,7316713925,florence / muscle shoals,4100,2004,nissan,armada,gas,226000,automatic,full-size,SUV,al
2155,7316213243,florence / muscle shoals,8750,2006,subaru,outback,gas,92000,manual,compact,SUV,al
2159,7316006702,florence / muscle shoals,2650,1998,honda,accord,gas,156000,automatic,compact,sedan,al
2162,7315739034,florence / muscle shoals,16500,2013,ford,escape sel,gas,51500,automatic,mid-size,SUV,al
2165,7315581251,florence / muscle shoals,23000,2010,jeep,wrangler unlimited,gas,112000,automatic,full-size,SUV,al
2169,7315085297,florence / muscle shoals,14900,1999,jeep,wrangler,gas,140212,manual,full-size,SUV,al
2176,7314409249,florence / muscle shoals,2500,2000,ford,mustang,gas,80000,automatic,compact,coupe,al
2182,7313605371,florence / muscle shoals,11750,2011,chevrolet,tahoe,gas,170000,automatic,full-size,SUV,al
2191,7312633988,florence / muscle shoals,8700,1979,lincoln,town car,gas,23000,automatic,full-size,sedan,al
2193,7312356520,florence / muscle shoals,16990,2010,cadillac,escalade 4wd,gas,155000,automatic,full-size,SUV,al
2196,7312302237,florence / muscle shoals,15990,2013,ford,explorer,gas,87000,automatic,mid-size,SUV,al
2198,7312282872,florence / muscle shoals,25990,2017,infiniti,qx60,gas,68000,automatic,mid-size,SUV,al
2199,7312281064,florence / muscle shoals,12900,2013,ford,f-150,gas,216000,automatic,full-size,truck,al
2212,7310628088,florence / muscle shoals,2000,1995,chevrolet,s10,gas,159000,automatic,mid-size,pickup,al
2218,7310121183,florence / muscle shoals,6500,1986,chevrolet,k10 4x4,gas,123456,automatic,full-size,pickup,al
2222,7309545303,florence / muscle shoals,25500,2016,ford,explorer,gas,98000,automatic,mid-size,SUV,al
2223,7309524195,florence / muscle shoals,27900,2014,jeep,wrangler,gas,117834,automatic,full-size,SUV,al
2225,7309354527,florence / muscle shoals,4850,2002,gmc,yukon xl slt,gas,220000,automatic,full-size,SUV,al
2226,7309220513,florence / muscle shoals,26900,2014,jeep,wrangler,gas,64700,automatic,full-size,SUV,al
2227,7309219740,florence / muscle shoals,24900,2012,jeep,wrangler,gas,113761,automatic,full-size,SUV,al
2229,7309217979,florence / muscle shoals,23900,2015,jeep,wrangler,gas,77785,manual,full-size,SUV,al
2242,7307389834,florence / muscle shoals,14200,2016,gmc,terrain slt 2wd,gas,135000,automatic,mid-size,SUV,al
2243,7307378760,florence / muscle shoals,9990,2013,ford,escape se 4wd,gas,111000,automatic,sub-compact,SUV,al
2244,7307371633,florence / muscle shoals,14400,2017,jeep,cherokee latitude 2wd,gas,105000,automatic,mid-size,SUV,al
2261,7305281329,florence / muscle shoals,19000,2013,gmc,sierra,gas,172699,automatic,full-size,truck,al
2265,7304962325,florence / muscle shoals,19500,2013,jeep,wrangler,gas,124055,automatic,full-size,SUV,al
2277,7303878886,florence / muscle shoals,8750,2006,subaru,outback,gas,92000,manual,compact,SUV,al
2287,7303573565,florence / muscle shoals,3500,2006,nissan,altima 3.5 sl,gas,287000,automatic,mid-size,sedan,al
